,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
654,Lot to Learn,TMRW,Luke Christopher,2015-09-11,248337,61,0.405,0.0948,0.405,0.846,0.0,0.0666,-3.57,0.195,82.232,4
655,Move Your Body - Single Mix,Move Your Body,Sia,2017-01-06,252080,55,0.664,0.00151,0.664,0.883,0.0926,0.072,-3.406,0.0353,127.962,4
656,Touch,Glory Days (Deluxe),Little Mix,2016-11-18,213306,0,0.607,0.032,0.607,0.718,0.0,0.403,-4.095,0.0978,101.821,4
657,I Don’t Wanna Live Forever (Fifty Shades Darker),I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,2016-12-09,245200,1,0.735,0.0631,0.735,0.451,1.3e-05,0.325,-8.374,0.0585,117.973,4
658,Despacito (Featuring Daddy Yankee),Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-01-13,228200,1,0.66,0.209,0.66,0.786,0.0,0.112,-4.757,0.17,177.833,4
659,Chantaje,Chantaje,Shakira,2016,195612,0,0.859,0.168,0.859,0.756,4.65e-05,0.163,-3.36,0.0643,102.033,4
660,Paris,Paris,The Chainsmokers,2017-01-13,221520,72,0.646,0.0243,0.646,0.644,0.0,0.0888,-6.763,0.031,99.999,4
661,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,2016-09-30,177094,0,0.779,0.153,0.779,0.671,1.12e-05,0.115,-5.829,0.0814,104.953,4
662,Now and Later,Now and Later,Sage The Gemini,2016-10-14,193181,56,0.781,0.273,0.781,0.57,0.0,0.196,-5.874,0.188,107.059,4
663,"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,2016-10-28,175517,66,0.309,0.155,0.309,0.544,0.000265,0.0727,-9.621,0.352,180.979,4
664,All Night,All Night,The Vamps,2016-10-14,197793,0,0.563,0.00251,0.563,0.775,0.0,0.326,-6.433,0.0366,144.945,4
665,Our Way,Our Way,FTampa,2016-11-18,175160,38,0.569,0.0407,0.569,0.805,0.0,0.294,-4.0,0.0559,104.989,4
666,Just Hold On,Just Hold On,Steve Aoki,2016-12-10,198774,64,0.647,0.00383,0.647,0.932,1.5e-06,0.0574,-3.515,0.0824,114.991,4
667,The A Team,+,Ed Sheeran,2011-09-09,258373,75,0.642,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,4
668,Castle on the Hill,Castle on the Hill,Ed Sheeran,2017-01-06,261153,58,0.461,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,4
669,Shape of You,Shape of You,Ed Sheeran,2017-01-06,233712,68,0.825,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
670,Girls Like (feat. Zara Larsson),Girls Like (feat. Zara Larsson),Tinie Tempah,2016-02-26,196000,63,0.916,0.37,0.916,0.804,1.18e-05,0.0812,-3.406,0.049,120.028,4
671,I Would Like,I Would Like,Zara Larsson,2016,226720,0,0.486,0.0853,0.486,0.713,0.0,0.0839,-3.949,0.0524,121.028,4
672,Love Me Now,DARKNESS AND LIGHT,John Legend,2016-12-02,210293,65,0.495,0.591,0.495,0.762,0.0,0.0763,-3.842,0.0862,123.893,4
673,Call on Me (Ryan Riback Remix),Call on Me (Remixes),Starley,2016-09-23,222040,61,0.67,0.0607,0.67,0.839,0.000764,0.159,-4.023,0.036,105.002,4
674,Vagabond,Our Own House,MisterWives,2015-02-24,185866,49,0.635,0.676,0.635,0.519,8.59e-06,0.302,-6.771,0.0272,95.934,4
675,Empty Gold,Room 93,Halsey,2015-04-14,207410,45,0.447,0.00677,0.447,0.805,0.0,0.27,-3.971,0.0397,143.986,4
676,Riptide,Spotify Sessions,MisterWives,2014-09-15,253200,51,0.481,0.405,0.481,0.677,0.0,0.0647,-6.862,0.19,92.283,4
677,Let You Go - Radio Edit,Let You Go (Radio Edit),The Chainsmokers,2015-03-03,218973,55,0.598,0.27,0.598,0.882,0.0,0.0793,-2.894,0.0954,125.979,4
678,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,240400,89,0.612,0.0495,0.612,0.807,0.0177,0.101,-2.81,0.0336,124.053,4
679,Waste A Moment,WALLS,Kings of Leon,2016-10-14,183093,65,0.436,0.000861,0.436,0.85,0.74,0.128,-4.86,0.0617,152.644,4
680,Run,Run,COIN,2015-01-27,207453,35,0.497,0.00138,0.497,0.882,6.96e-06,0.134,-5.591,0.041,76.488,4
681,Hear Me Now,Hear Me Now,Alok,2016-01-01,192846,52,0.788,0.537,0.788,0.43,0.00261,0.0936,-7.757,0.0419,121.996,4
682,Shout Out to My Ex,Glory Days (Deluxe),Little Mix,2016-11-18,246240,0,0.774,0.0316,0.774,0.739,5.95e-06,0.119,-4.022,0.0952,126.002,4
683,Reggaetón Lento (Bailemos),Primera Cita,CNCO,2016-09-30,222560,49,0.761,0.4,0.761,0.838,0.0,0.176,-3.073,0.0502,93.974,4
684,24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,79,0.818,0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,106.97,4
685,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,251088,76,0.72,0.406,0.72,0.763,0.0,0.18,-4.068,0.0523,101.965,4
686,Colors,BADLANDS (Deluxe),Halsey,2015-08-28,249499,0,0.518,0.0544,0.518,0.811,0.0,0.0806,-4.825,0.0589,100.04,4
687,One Shot,One Shot,Robin Thicke,2016-11-11,200573,0,0.714,0.0421,0.714,0.752,0.0,0.408,-5.357,0.0674,92.97,4
688,Trust Nobody,Trust Nobody,Cashmere Cat,2016-09-30,218986,0,0.597,0.464,0.597,0.65,0.0,0.121,-7.213,0.158,78.52,5
689,Send Them Off!,Send Them Off!,Bastille,2016-08-31,200987,0,0.606,0.119,0.606,0.813,0.0,0.253,-3.465,0.0513,100.013,4
690,Who Do You Think Of?,Who Do You Think Of?,M.O,2016-05-20,223706,0,0.634,0.0444,0.634,0.837,0.000315,0.227,-4.87,0.0792,108.844,4
691,Life Goes On,Life Goes On,Fergie,2016-11-11,230213,0,0.707,0.0325,0.707,0.655,0.0,0.107,-4.306,0.122,92.936,4
692,By Your Side,By Your Side,Jonas Blue,2016-10-28,201254,0,0.696,0.0778,0.696,0.743,0.0,0.0581,-3.838,0.0331,122.978,4
693,Fake It,Fake It,Bastille,2016-07-28,244135,0,0.596,0.191,0.596,0.731,2.32e-06,0.197,-4.691,0.0467,145.0,4
694,Taste The Feeling (Avicii Vs. Conrad Sewell),Taste The Feeling (Avicii Vs. Conrad Sewell),Avicii,2016-03-11,191065,0,0.638,0.0337,0.638,0.792,0.0,0.0618,-4.501,0.0555,89.974,4
695,Should've Been Me,Should've Been Me,Naughty Boy,2016-11-18,244041,0,0.579,0.0174,0.579,0.808,0.0,0.284,-5.414,0.182,183.92,4
696,I Wanna Know,I Wanna Know,Alesso,2016-04-01,240413,0,0.652,0.0776,0.652,0.819,0.0,0.097,-3.681,0.0338,115.916,4
697,Millionaire (feat. Nelly) - Alan Walker Remix,Millionaire (feat. Nelly) [Alan Walker Remix],Digital Farm Animals,2016-09-02,189346,43,0.602,0.0186,0.602,0.807,0.0,0.148,-4.577,0.0545,96.044,4
698,Sou eu,A danada sou eu,LUDMILLA,2016-10-21,158963,41,0.837,0.0357,0.837,0.881,2.47e-06,0.0858,-3.317,0.0564,128.0,4
699,Bom,A danada sou eu,LUDMILLA,2016-10-21,172626,45,0.815,0.467,0.815,0.904,0.0,0.0485,-2.79,0.0514,102.985,4
700,M.I.L.F. $,M.I.L.F. $,Fergie,2016-07-01,162226,0,0.767,0.00478,0.767,0.709,0.00673,0.0162,-5.809,0.101,160.996,4
701,Sim ou não (participação especial Maluma),Sim ou não (Participação especial Maluma),Anitta,2016-07-28,206270,59,0.818,0.433,0.818,0.84,1.16e-06,0.114,-3.328,0.092,99.004,4
702,Nervous - The Ooh Song: Mark McCabe Remix,Nervous (The Ooh Song: Mark McCabe Remix),Gavin James,2016-06-24,195194,48,0.432,0.0732,0.432,0.874,6.14e-06,0.371,-5.558,0.0462,103.85,4
703,Alarm,Alarm,Anne-Marie,2016-05-20,205593,58,0.756,0.0812,0.756,0.589,0.0,0.176,-5.093,0.232,146.928,4
704,Kids,Kids,OneRepublic,2016-08-12,240146,0,0.592,0.0165,0.592,0.736,0.0,0.347,-6.162,0.045,100.03,4
705,Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016-03-11,230226,77,0.319,0.0285,0.319,0.739,0.0,0.111,-5.74,0.272,194.169,4
706,Good Grief,Wild World,Bastille,2016-09-09,206493,68,0.73,0.147,0.73,0.758,0.0,0.311,-4.888,0.0653,120.041,4
707,The Greatest,The Greatest,Sia,2016,210893,0,0.666,0.0109,0.666,0.723,0.00047,0.0507,-6.164,0.268,192.024,4
708,Show You,Show You,Shawn Mendes,2015-02-02,180120,0,0.653,0.0329,0.653,0.674,0.0,0.347,-4.984,0.0471,165.943,4
709,Let Her Go,All The Little Lights,Passenger,2012-11-05,252866,74,0.509,0.385,0.509,0.538,0.0,0.104,-7.335,0.0572,75.089,4
710,Life Of The Party,Handwritten (Deluxe),Shawn Mendes,2015-04-13,214533,0,0.667,0.0663,0.667,0.614,0.0,0.111,-4.995,0.0314,113.979,4
711,Mercy,Mercy,Shawn Mendes,2016-08-18,208733,0,0.563,0.109,0.563,0.684,0.0,0.11,-4.916,0.0919,147.92,4
712,Carnavalintro,Carnavalintro,Chano,2016-09-02,190040,0,0.608,0.115,0.608,0.859,0.0,0.325,-5.58,0.185,190.065,4
713,Say You Won't Let Go,Say You Won't Let Go,James Arthur,2016-09-09,211240,68,0.4,0.693,0.4,0.564,0.0,0.0863,-7.444,0.0523,99.269,4
714,Should I Stay or Should I Go - Remastered,Hits Back,The Clash,2013-08-26,188240,62,0.742,0.0832,0.742,0.838,0.0,0.418,-6.442,0.11,113.373,4
715,Chemistry,Chemistry,Steve Void,2016-09-06,189000,0,0.742,0.0669,0.742,0.9,2.65e-05,0.341,-4.092,0.0371,127.007,4
716,Battle Sirens,Battle Sirens,Knife Party,2016-09-09,243200,33,0.332,0.00187,0.332,0.935,0.66,0.265,-4.666,0.156,173.926,4
717,Dicks out for Harambe,Dicks out for Harambe,Rockie Gold,2016-08-10,206668,30,0.69,0.0908,0.69,0.648,0.0,0.123,-8.957,0.123,99.945,4
718,Snow (Hey Oh),Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,334666,79,0.427,0.116,0.427,0.9,1.75e-05,0.119,-3.674,0.0499,104.655,4
719,Let Her Go - Acoustic,All The Little Lights,Passenger,2012-11-05,266746,58,0.553,0.943,0.553,0.0748,0.0,0.0822,-13.781,0.0496,141.341,4
720,Air,Handwritten (Deluxe),Shawn Mendes,2015-04-13,194146,0,0.758,0.252,0.758,0.501,0.0,0.191,-7.051,0.0589,78.042,4
721,Budapest,Wanted on Voyage,George Ezra,2014-06-27,200720,3,0.714,0.0883,0.714,0.451,0.0,0.108,-8.268,0.0276,127.787,4
722,Brave,The Blessed Unrest,Sara Bareilles,2013-07-16,220573,70,0.551,0.00502,0.551,0.836,2.1e-05,0.0425,-3.838,0.0524,185.063,4
723,Rock Bottom,HAIZ,Hailee Steinfeld,2016-02-26,198240,63,0.611,0.313,0.611,0.706,0.0,0.053,-5.036,0.0603,157.968,4
724,Say It (feat. Tove Lo),Say It,Flume,2016-04-21,262521,0,0.598,0.0668,0.598,0.532,3.22e-06,0.0617,-6.833,0.0295,74.963,4
725,Fight Song,Fight Song - EP,Rachel Platten,2015-05-12,204066,25,0.639,0.0881,0.639,0.707,0.0,0.176,-5.062,0.0739,87.944,4
726,BO$$,Reflection (Deluxe),Fifth Harmony,2015-01-30,171413,62,0.813,0.00621,0.813,0.872,0.0,0.0498,-5.224,0.107,103.016,4
727,Classic,MKTO,MKTO,2014,175426,0,0.72,0.0384,0.72,0.791,0.0,0.157,-4.689,0.124,102.071,4
728,Magnetised,Wrong Crowd (Expanded Edition),Tom Odell,2016-06-10,235133,49,0.606,0.0229,0.606,0.821,0.0,0.131,-3.946,0.0451,125.021,4
729,Let Me Hold You (Turn Me On),Let Me Hold You (Turn Me On),Cheat Codes,2016-04-13,162425,0,0.681,0.0992,0.681,0.774,0.0,0.35,-3.167,0.0787,102.924,4
730,Daylight,Overexposed Track By Track,Maroon 5,2012-01-01,225066,67,0.656,0.00242,0.656,0.674,0.0,0.255,-5.473,0.0269,120.001,4
731,Alvo Fácil - DJ R7 Mix,Mc Davi,Mc Davi,2016-02-25,133027,0,0.736,0.18,0.736,0.609,1.18e-06,0.077,-5.089,0.408,129.094,4
732,In the Name of Love,In the Name of Love,Martin Garrix,2016-07-29,195706,77,0.501,0.109,0.501,0.519,0.0,0.454,-5.88,0.0409,133.99,4
733,Controlla,Views,Drake,2016-05-06,245226,0,0.607,0.0773,0.607,0.476,0.0,0.113,-11.076,0.249,122.976,5
734,Capsize,Capsize,FRENSHIP,2016-04-15,237760,0,0.681,0.042,0.681,0.708,0.14,0.682,-6.019,0.0304,92.993,4
735,Kill Em With Kindness,Revival (Deluxe),Selena Gomez,2015-10-09,217906,65,0.757,0.00795,0.757,0.884,5.87e-05,0.0973,-5.488,0.0404,120.012,4
736,Hymn for the Weekend - Seeb Remix,Hymn for the Weekend (Seeb Remix),Coldplay,2016-03-25,212647,67,0.565,0.00868,0.565,0.849,4.68e-06,0.12,-3.516,0.0517,102.034,4
737,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,80,0.728,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4
738,Let Me Love You,Encore,DJ Snake,2016-08-05,205946,0,0.476,0.0784,0.476,0.718,1.02e-05,0.122,-5.309,0.0576,199.864,4
739,Perfect Strangers,Perfect Strangers,Jonas Blue,2016-06-03,196613,0,0.742,0.372,0.742,0.819,0.0,0.277,-5.307,0.0487,117.986,4
740,Closer,Closer,The Chainsmokers,2016-07-29,244960,84,0.748,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
741,Black Widow,The New Classic,Iggy Azalea,2014-01-01,209423,66,0.743,0.192,0.743,0.72,0.000386,0.109,-3.753,0.124,163.99,4
742,Three Empty Words,Three Empty Words,Shawn Mendes,2016-07-28,199013,0,0.574,0.786,0.574,0.411,0.0,0.136,-9.788,0.0299,95.55,4
743,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),Major Lazer,2016-07-22,185351,0,0.608,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,4
744,Sex,Sex,Cheat Codes,2016-05-27,228361,0,0.51,0.00451,0.51,0.692,0.0,0.138,-5.825,0.171,102.42,4
745,Final Song,Final Song,MØ,2016-05-13,235826,66,0.695,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0.0345,104.988,4
746,Tranquilo e Favorável (feat. MC Bin Laden),Tranquilo e Favorável (feat. MC Bin Laden),Lucas Lucco,2016-02-26,182533,30,0.773,0.639,0.773,0.601,0.0,0.444,-5.696,0.345,130.24,4
747,Mi Ex,Flow Con Clase,Joey Montana,2010-01-01,267960,7,0.715,0.00378,0.715,0.885,0.00831,0.361,-6.315,0.0593,127.005,4
748,Send My Love (To Your New Lover),25,Adele,2016-06-24,223080,0,0.69,0.0415,0.69,0.524,3.16e-06,0.17,-8.39,0.103,164.023,4
749,Mine (Glee Cast Version),"Glee: The Music, Season 4 Volume 1",Glee Cast,2012-11-27,251946,52,0.787,0.706,0.787,0.344,0.0,0.0643,-7.331,0.031,110.036,4
750,GQ,GQ - Single,Lola Coca,2016-04-22,162923,33,0.71,0.141,0.71,0.804,0.0,0.102,-3.361,0.0555,173.992,4
751,Let's Ride,Let's Ride - Single,Thascya,2016-04-18,193124,2,0.664,0.0613,0.664,0.846,0.0,0.307,-3.598,0.0832,128.004,4
752,Can't Go Home (feat. Adam Lambert) - Radio Edit,Can't Go Home (feat. Adam Lambert) [Radio Edit],Steve Aoki,2016-03-25,183576,39,0.662,0.0182,0.662,0.797,2.26e-05,0.279,-5.209,0.0951,123.947,4
753,Deixa Ser,Deixa Ser,O Teatro Mágico,2016-04-18,251976,0,0.637,0.0546,0.637,0.829,0.0568,0.242,-5.189,0.048,99.991,4
754,DUELE EL CORAZON (feat. Wisin),DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,2016-04-18,199693,68,0.716,0.0858,0.716,0.908,0.0,0.135,-3.254,0.103,91.03,4
755,Jumpman,What A Time To Be Alive,Drake,2015-09-20,205879,0,0.853,0.0462,0.853,0.558,0.0,0.341,-7.448,0.202,142.079,4
756,Close,Close,Nick Jonas,2016-03-25,234240,0,0.625,0.249,0.625,0.615,0.0,0.14,-5.444,0.084,124.044,4
757,Low Life (feat. The Weeknd),EVOL,Future,2016-04-13,313546,74,0.722,0.337,0.722,0.331,0.282,0.146,-7.789,0.0726,143.961,4
758,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),Mike Perry,2016-04-15,183414,71,0.632,0.0225,0.632,0.575,1.81e-06,0.104,-6.478,0.029,90.037,4
759,Un Dia Sin Reloj,Un Dia Sin Reloj,Salo,2016-04-08,200482,25,0.646,0.74,0.646,0.495,0.0,0.218,-8.905,0.0301,97.857,4
760,Just A Lil' Thick (She Juicy) (feat. Mystikal & Lil Dicky),Just A Lil' Thick (She Juicy) (feat. Mystikal & Lil Dicky),Trinidad James,2016-04-15,203533,52,0.857,0.108,0.857,0.72,0.0,0.218,-5.589,0.289,99.995,4
761,Sex,Sex,Cheat Codes,2016-02-05,228361,0,0.51,0.00451,0.51,0.692,0.0,0.138,-5.825,0.171,102.42,4
762,Nede Mette,Nede Mette,Blak,2016-04-15,190373,0,0.777,0.487,0.777,0.655,0.0,0.1,-5.662,0.0418,98.027,4
763,3 Strikes,3 Strikes,Terror Jr,2016-04-05,175900,0,0.778,0.623,0.778,0.404,0.019,0.105,-7.218,0.0459,80.502,4
764,Forever In My Mind,Forever In My Mind,Mousie,2015-05-25,216607,0,0.487,0.47,0.487,0.574,0.0,0.111,-7.503,0.0749,122.889,5
765,Castles,Castles,Appleby,2016-04-06,145994,0,0.854,0.0323,0.854,0.567,0.0,0.281,-8.046,0.174,93.992,4
766,O Nosso Santo Bateu - Na Praia / Ao Vivo,Na Praia (Ao Vivo),Matheus & Kauan,2016-02-26,187133,0,0.482,0.227,0.482,0.735,0.0,0.72,-4.566,0.134,140.532,4
767,Harry Potter Song,Harry Potter Song,Sleeperstar,2013-10-18,111177,0,0.332,0.637,0.332,0.58,0.0,0.252,-6.786,0.0355,88.872,4
768,Baile de Favela - Hardwell Radio Edit,Baile de Favela (Hardwell Radio Edit),Mc João,2016-04-22,154153,31,0.666,0.00156,0.666,0.964,0.000562,0.358,-2.352,0.0365,130.041,4
769,Gold,low kii savage,Kiiara,2016-03-22,225882,64,0.6,0.615,0.6,0.412,0.0025,0.134,-9.343,0.344,113.049,5
770,"i hate u, i love u (feat. olivia o'brien)",us,Garrett Nash,2016-03-25,251033,78,0.492,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,4
771,One Dance,One Dance,Drake,2016-04-05,173974,0,0.771,0.00802,0.771,0.629,0.00252,0.356,-5.79,0.0511,103.918,4
772,Hair (feat. Sean Paul),Hair (feat. Sean Paul),Little Mix,2016-04-15,233826,0,0.712,0.00623,0.712,0.835,1.68e-06,0.843,-4.676,0.0487,153.956,4
773,Amiga Parceira,Amiga Parceira - Single,Thiago Brava,2015-12-18,218500,42,0.75,0.155,0.75,0.935,0.0,0.328,-2.697,0.113,94.976,4
774,Bad B*tch,Bad B*tch,French Montana,2014-12-15,244386,55,0.706,0.183,0.706,0.621,0.0,0.684,-7.793,0.134,99.961,4
775,The Run and Go,Vessel,Twenty One Pilots,2013-01-08,229000,60,0.798,0.0437,0.798,0.318,0.0,0.158,-6.849,0.0431,92.49,4
776,One Minute More,In A Tidal Wave Of Mystery (Deluxe Edition),Capital Cities,2013,202921,52,0.606,0.00474,0.606,0.857,5.36e-06,0.0993,-4.48,0.0333,122.972,4
777,The Fighter (feat. Ryan Tedder),The Papercut Chronicles II,Gym Class Heroes,2011-11-11,228533,58,0.592,0.0775,0.592,0.926,0.0,0.187,-3.469,0.126,99.018,4
778,Pompeii,Bad Blood,Bastille,2013-01-01,214147,72,0.679,0.0755,0.679,0.715,0.0,0.271,-6.383,0.0407,127.435,4
779,America's Sweetheart,Love Stuff,Elle King,2015-02-13,245546,61,0.528,0.0208,0.528,0.928,5.75e-06,0.376,-3.925,0.0666,128.01,4
780,"Sugar, We're Goin Down",From Under The Cork Tree,Fall Out Boy,2005-05-03,229093,77,0.494,0.00579,0.494,0.842,0.0,0.122,-4.784,0.0843,162.011,4
781,What You Know,Tourist History,Two Door Cinema Club,2010-02-07,191400,0,0.556,0.000728,0.556,0.763,6.79e-06,0.071,-3.952,0.0413,138.986,4
782,Ride,Blurryface,Twenty One Pilots,2015-05-15,214506,81,0.645,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,4
783,Anna Sun,Walk The Moon,WALK THE MOON,2012-06-19,321280,63,0.472,0.00173,0.472,0.844,0.0,0.24,-6.578,0.054,140.034,4
784,Safe And Sound,In A Tidal Wave Of Mystery (Deluxe Edition),Capital Cities,2013,192789,82,0.655,0.000176,0.655,0.819,0.00374,0.104,-4.852,0.0316,117.956,5
785,Tear in My Heart,Blurryface,Twenty One Pilots,2015-05-15,188493,74,0.655,0.0189,0.655,0.632,0.0,0.0722,-4.802,0.0489,120.113,4
786,Doubt,Blurryface,Twenty One Pilots,2015-05-15,191493,68,0.719,0.121,0.719,0.645,0.00316,0.362,-6.141,0.0358,123.02,4
787,Demons,Night Visions (Deluxe),Imagine Dragons,2012-09-04,175200,0,0.327,0.202,0.327,0.71,9e-05,0.28,-2.928,0.0547,179.561,4
788,Summer Paradise (feat. Sean Paul) - Single Version,Summer Paradise (feat. Sean Paul),Simple Plan,2012-02-21,234786,47,0.421,0.0132,0.421,0.822,0.0,0.092,-4.415,0.0542,171.935,4
789,7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,79,0.765,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,4
790,Adventure of a Lifetime,A Head Full of Dreams,Coldplay,2015-12-04,263786,77,0.638,0.00205,0.638,0.924,0.000175,0.149,-3.887,0.036,111.995,4
791,Alone Together,Save Rock And Roll,Fall Out Boy,2013-01-01,203413,58,0.552,0.0013,0.552,0.915,3.74e-05,0.206,-3.713,0.0559,90.013,4
792,Where Did The Party Go,Save Rock And Roll,Fall Out Boy,2013-01-01,243040,55,0.631,0.00368,0.631,0.891,0.00124,0.157,-4.202,0.0998,119.96,4
793,The Mighty Fall,Save Rock And Roll,Fall Out Boy,2013-01-01,212466,51,0.511,0.0612,0.511,0.95,0.0,0.203,-3.833,0.184,151.943,4
794,Miss Missing You,Save Rock And Roll,Fall Out Boy,2013-01-01,211026,51,0.556,4.46e-05,0.556,0.851,1.97e-05,0.211,-2.981,0.0443,114.948,4
795,Death Valley,Save Rock And Roll,Fall Out Boy,2013-01-01,226720,50,0.571,0.000217,0.571,0.926,0.00376,0.0522,-3.576,0.0479,133.903,4
796,Young Volcanoes,Save Rock And Roll,Fall Out Boy,2013-01-01,204506,57,0.599,0.00123,0.599,0.853,0.000504,0.37,-3.878,0.0365,94.997,4
797,Save Rock And Roll,Save Rock And Roll,Fall Out Boy,2013-01-01,281080,52,0.557,0.0756,0.557,0.777,4.29e-05,0.1,-6.286,0.0635,144.968,4
798,This Is War,This Is War,Thirty Seconds To Mars,2009-01-01,326983,66,0.402,0.0663,0.402,0.723,2e-06,0.233,-5.26,0.0579,160.047,4
799,Just One Yesterday,Save Rock And Roll,Fall Out Boy,2013-01-01,244720,60,0.508,0.0423,0.508,0.907,6.83e-05,0.221,-3.443,0.0565,104.997,4
800,Novocaine - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,211426,0,0.673,0.0113,0.673,0.853,0.00278,0.202,-5.988,0.0459,135.97,4
801,Irresistible - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,252000,0,0.636,0.00223,0.636,0.84,0.0,0.669,-5.218,0.0964,82.525,4
802,American Beauty/American Psycho - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,218946,0,0.598,0.00588,0.598,0.829,0.000401,0.308,-7.23,0.132,150.963,4
803,Centuries - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,202946,0,0.603,0.0758,0.603,0.839,0.0,0.342,-3.617,0.102,176.11,4
804,The Kids Aren't Alright - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,293266,0,0.725,0.00753,0.725,0.798,0.000166,0.15,-5.84,0.0313,115.993,4
805,Uma Thurman - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,191093,0,0.642,0.00133,0.642,0.864,8.1e-05,0.203,-5.614,0.0868,146.943,4
806,Fourth Of July - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,222226,0,0.483,0.00232,0.483,0.852,4.15e-05,0.285,-5.671,0.0498,159.986,4
807,Favorite Record - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,202320,0,0.751,0.002,0.751,0.832,0.595,0.703,-6.593,0.0535,126.939,4
808,Immortals - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,245520,0,0.66,0.0567,0.66,0.777,0.0,0.119,-5.131,0.0506,108.136,4
809,Twin Skeleton's (Hotel In NYC) - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,232000,0,0.594,0.00194,0.594,0.879,0.000672,0.324,-5.123,0.0651,160.01,4
810,Fourth Of July,American Beauty/American Psycho,Fall Out Boy,2015-01-16,224360,0,0.486,0.142,0.486,0.973,0.00561,0.428,-3.373,0.111,160.012,4
811,Pedra Murano,Norte,NX Zero,2015-08-07,231679,37,0.674,0.0243,0.674,0.821,0.000117,0.149,-5.928,0.0333,96.005,4
812,Please Don't Go,Please Don't Go,Joel Adams,2015-11-06,210580,71,0.513,0.0118,0.513,0.768,1.94e-05,0.294,-4.868,0.0587,84.264,4
813,Heading Home,Heading Home,Gryffin,2016-01-22,271146,0,0.577,0.0139,0.577,0.92,0.000519,0.185,-4.032,0.0599,118.007,4
814,Fast Car,Fast Car,Jonas Blue,2015-12-04,212424,1,0.459,0.453,0.459,0.587,0.0,0.307,-6.983,0.0785,113.901,4
815,Spirits,Spirits,The Strumbellas,2015-01-22,203653,0,0.553,0.159,0.553,0.724,0.0,0.108,-3.695,0.0268,80.517,4
816,Gold,Gold,Kiiara,2015-10-26,225882,56,0.6,0.615,0.6,0.412,0.0025,0.134,-9.343,0.344,113.049,5
817,Stay (feat. Maty Noyes),Stay (feat. Maty Noyes),Kygo,2015-12-04,239465,61,0.648,0.0444,0.648,0.736,0.000137,0.171,-7.948,0.0385,103.027,4
818,"Me, Myself & I",When It's Dark Out,G-Eazy,2015-12-04,251466,78,0.756,0.0184,0.756,0.674,0.0,0.158,-6.518,0.0959,111.995,4
819,On My Mind,Delirium (Deluxe),Ellie Goulding,2015-11-06,213445,65,0.702,0.258,0.702,0.705,5.93e-06,0.0879,-6.666,0.0543,154.911,4
820,Love Me Like That,Love Me Like That,Masketta Fall,2016-01-15,188453,0,0.714,0.0208,0.714,0.865,0.0,0.387,-3.585,0.0628,95.03,4
821,The Sound,The Sound,The 1975,2016-01-12,248879,37,0.648,0.085,0.648,0.936,6.93e-06,0.482,-4.745,0.0762,120.708,4
822,Have It All,Have It All,Jay Cosmic,2016-01-08,211889,0,0.572,0.146,0.572,0.959,5.91e-06,0.0725,-1.547,0.0631,127.975,4
